# Please take the real part 
                  # kx (1/A)                    ky (1/A)                    kz (1/A)               real(Omega_x)               real(Omega_y)               real(Omega_z)
            0.1652013933E+00           -0.4375850796E+00            0.0000000000E+00           -0.5570911820E+01           -0.3059957915E+00           -0.3921099157E+01
            0.1652013933E+00           -0.4276399642E+00            0.0000000000E+00           -0.5782902069E+01           -0.3489150926E+00           -0.4058753710E+01
            0.1652013933E+00           -0.4176948487E+00            0.0000000000E+00           -0.5971855118E+01           -0.3948151252E+00           -0.4185364240E+01
            0.1652013933E+00           -0.4077497333E+00            0.0000000000E+00           -0.6134081258E+01           -0.4434457755E+00           -0.4298245887E+01
            0.1652013933E+00           -0.3978046178E+00            0.0000000000E+00           -0.6266106579E+01           -0.4943719153E+00           -0.4394770457E+01
            0.1652013933E+00           -0.3878595024E+00            0.0000000000E+00           -0.6364830701E+01           -0.5469556297E+00           -0.4472484241E+01
            0.1652013933E+00           -0.3779143869E+00            0.0000000000E+00           -0.6427690809E+01           -0.6003471169E+00           -0.4529236544E+01
            0.1652013933E+00           -0.3679692715E+00            0.0000000000E+00           -0.6452820089E+01           -0.6534867173E+00           -0.4563311251E+01
            0.1652013933E+00           -0.3580241561E+00            0.0000000000E+00           -0.6439186936E+01           -0.7051197910E+00           -0.4573552079E+01
            0.1652013933E+00           -0.3480790406E+00            0.0000000000E+00           -0.6386701220E+01           -0.7538249600E+00           -0.4559471659E+01
            0.1652013933E+00           -0.3381339252E+00            0.0000000000E+00           -0.6296276063E+01           -0.7980546554E+00           -0.4521335544E+01
            0.1652013933E+00           -0.3281888097E+00            0.0000000000E+00           -0.6169837971E+01           -0.8361851682E+00           -0.4460214926E+01
            0.1652013933E+00           -0.3182436943E+00            0.0000000000E+00           -0.6010284744E+01           -0.8665717618E+00           -0.4378006185E+01
            0.1652013933E+00           -0.3082985788E+00            0.0000000000E+00           -0.5821398403E+01           -0.8876031783E+00           -0.4277420868E+01
            0.1652013933E+00           -0.2983534634E+00            0.0000000000E+00           -0.5607728673E+01           -0.8977492885E+00           -0.4161955852E+01
            0.1652013933E+00           -0.2884083479E+00            0.0000000000E+00           -0.5374470427E+01           -0.8955958064E+00           -0.4035859382E+01
            0.1652013933E+00           -0.2784632325E+00            0.0000000000E+00           -0.5127365709E+01           -0.8798608274E+00           -0.3904114164E+01
            0.1652013933E+00           -0.2685181170E+00            0.0000000000E+00           -0.4872668145E+01           -0.8493892089E+00           -0.3772463598E+01
            0.1652013933E+00           -0.2585730016E+00            0.0000000000E+00           -0.4617217043E+01           -0.8031221205E+00           -0.3647512140E+01
            0.1652013933E+00           -0.2486278861E+00            0.0000000000E+00           -0.4368684597E+01           -0.7400400691E+00           -0.3536936795E+01
            0.1652013933E+00           -0.2386827707E+00            0.0000000000E+00           -0.4136089910E+01           -0.6590780823E+00           -0.3449854783E+01
            0.1652013933E+00           -0.2287376553E+00            0.0000000000E+00           -0.3930731063E+01           -0.5590115580E+00           -0.3397402172E+01
            0.1652013933E+00           -0.2187925398E+00            0.0000000000E+00           -0.3767792829E+01           -0.4383112488E+00           -0.3393583405E+01
            0.1652013933E+00           -0.2088474244E+00            0.0000000000E+00           -0.3669077550E+01           -0.2949682862E+00           -0.3456427776E+01
            0.1652013933E+00           -0.1989023089E+00            0.0000000000E+00           -0.3667623957E+01           -0.1263015423E+00           -0.3609356656E+01
            0.1652013933E+00           -0.1889571935E+00            0.0000000000E+00           -0.3815423047E+01            0.7120247634E-01           -0.3882188072E+01
            0.1652013933E+00           -0.1790120780E+00            0.0000000000E+00           -0.4195690327E+01            0.3018561458E+00           -0.4309722598E+01
            0.1652013933E+00           -0.1690669626E+00            0.0000000000E+00           -0.4939431817E+01            0.5700818718E+00           -0.4921740143E+01
            0.1652013933E+00           -0.1591218471E+00            0.0000000000E+00           -0.6235355006E+01            0.8778614247E+00           -0.5708780983E+01
            0.1652013933E+00           -0.1491767317E+00            0.0000000000E+00           -0.8283095231E+01            0.1217623366E+01           -0.6536405581E+01
            0.1652013933E+00           -0.1392316162E+00            0.0000000000E+00           -0.1105933765E+02            0.1556677358E+01           -0.7015040583E+01
            0.1652013933E+00           -0.1292865008E+00            0.0000000000E+00           -0.1383382229E+02            0.1816624135E+01           -0.6554706561E+01
            0.1652013933E+00           -0.1193413854E+00            0.0000000000E+00           -0.1514641767E+02            0.1882303516E+01           -0.5019365681E+01
            0.1652013933E+00           -0.1093962699E+00            0.0000000000E+00           -0.1424533761E+02            0.1683826302E+01           -0.3265086245E+01
            0.1652013933E+00           -0.9945115446E-01            0.0000000000E+00           -0.1200741524E+02            0.1270599130E+01           -0.2183184100E+01
            0.1652013933E+00           -0.8950603901E-01            0.0000000000E+00           -0.9629374167E+01            0.7590097845E+00           -0.1827713882E+01
            0.1652013933E+00           -0.7956092357E-01            0.0000000000E+00           -0.7635459906E+01            0.2442963117E+00           -0.1845493823E+01
            0.1652013933E+00           -0.6961580812E-01            0.0000000000E+00           -0.6066955531E+01           -0.2235073607E+00           -0.1959651412E+01
            0.1652013933E+00           -0.5967069268E-01            0.0000000000E+00           -0.4823056740E+01           -0.6254362091E+00           -0.2044106830E+01
            0.1652013933E+00           -0.4972557723E-01            0.0000000000E+00           -0.3801692179E+01           -0.9577971851E+00           -0.2061778866E+01
            0.1652013933E+00           -0.3978046178E-01            0.0000000000E+00           -0.2928284501E+01           -0.1223073300E+01           -0.2013455086E+01
            0.1652013933E+00           -0.2983534634E-01            0.0000000000E+00           -0.2152274271E+01           -0.1425607056E+01           -0.1912797811E+01
            0.1652013933E+00           -0.1989023089E-01            0.0000000000E+00           -0.1439116009E+01           -0.1569692464E+01           -0.1776388729E+01
            0.1652013933E+00           -0.9945115446E-02            0.0000000000E+00           -0.7639230281E+00           -0.1658757594E+01           -0.1620441559E+01
            0.1652013933E+00            0.0000000000E+00            0.0000000000E+00           -0.1071232714E+00           -0.1695022493E+01           -0.1460159521E+01
            0.1652013933E+00            0.9945115446E-02            0.0000000000E+00            0.5485834349E+00           -0.1679360623E+01           -0.1310038708E+01
            0.1652013933E+00            0.1989023089E-01            0.0000000000E+00            0.1220688124E+01           -0.1611249737E+01           -0.1184401702E+01
            0.1652013933E+00            0.2983534634E-01            0.0000000000E+00            0.1929391091E+01           -0.1488777185E+01           -0.1097765255E+01
